o,d,cargo_type,share,base_cost,base_modes,line_haul,base_road,base_rail,base_water,base_sea,same_found,same_cost,same_switch,same_pen,same_road,same_rail,same_water,same_sea,same_modes,free_found,free_cost,free_switch,free_pen,free_road,free_rail,free_water,free_sea,free_modes,chosen,rel,pen,delivered_score,outcome
6142,930,dry_bulk,0.2,37.845859959141144,maritime+multimodal+waterways+multimodal+roads,maritime+waterways,23.59886555092788,0.0,760.4797332258158,3855.776445899726,True,56.84276267607948,True,1000.0,111.93167106018083,0.0,675.2060725716298,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,44.86713910749392,True,1000.0,14.20434502292087,368.5315763302671,264.47582399056853,3855.776445899726,maritime+multimodal+waterways+multimodal+railways+multimodal+roads,free,0.1855230441568254,1000.0,200.03710460883138,gives_up
6142,671,dry_bulk,0.2,36.8674504073518,maritime+multimodal+waterways+multimodal,maritime+waterways,0.0,0.0,775.9434260153126,3855.776445899726,False,,,,,,,,,True,45.055254887236416,True,1000.0,0.0,394.9048770482668,264.47582399056853,3855.776445899726,maritime+multimodal+waterways+multimodal+railways+multimodal,free,0.22208762443339114,1000.0,200.04441752488668,gives_up
6142,672,dry_bulk,0.2,40.09977133331417,maritime+multimodal+waterways+multimodal+roads,maritime+waterways,62.967290765500785,0.0,775.9434260153126,3855.776445899726,True,59.09667405025251,True,1000.0,151.30009627475374,0.0,690.6697653611266,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,46.18594346688263,True,1000.0,0.0,635.5060066477724,0.0,3269.64156925428,maritime+multimodal+railways+multimodal,free,0.15177573166139657,1000.0,200.03035514633228,gives_up
6142,929,dry_bulk,0.2,37.31057186356661,maritime+multimodal+waterways+multimodal+roads,maritime+waterways,40.080098218642256,0.0,682.7634908747832,3855.776445899726,True,57.571919053922755,True,1000.0,126.13601608310171,0.0,675.2060725716298,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,44.137982729650645,True,1000.0,0.0,368.5315763302671,264.47582399056853,3855.776445899726,maritime+multimodal+waterways+multimodal+railways+multimodal,free,0.18298864169248863,1000.0,200.0365977283385,gives_up
6142,1322,dry_bulk,0.2,35.253126821676304,maritime+multimodal+waterways+multimodal,maritime+waterways,0.0,0.0,682.7634908747832,3855.776445899726,False,,,,,,,,,True,44.48541267569495,True,1000.0,230.35711639167698,0.0,392.02141946212976,3855.776445899726,maritime+multimodal+waterways+multimodal+roads,free,0.2618855882123323,1000.0,200.05237711764246,gives_up
6142,928,dry_bulk,0.2,35.63138853346669,maritime+multimodal+waterways+multimodal+roads,maritime+waterways,7.368734645267233,0.0,682.7634908747832,3855.776445899726,True,54.628291250405034,True,1000.0,95.70154015452019,0.0,597.4898302205971,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,44.86367438748534,True,1000.0,237.72585103694422,0.0,392.02141946212976,3855.776445899726,maritime+multimodal+waterways+multimodal+roads,free,0.25910541895798556,1000.0,200.05182108379162,gives_up
6142,1269,dry_bulk,0.2,39.63096688925166,maritime+multimodal+waterways+multimodal+roads,maritime+waterways,85.28259871900035,0.0,682.7634908747832,3855.776445899726,True,62.85926569830522,True,1000.0,163.3748647430267,0.0,879.7857773620085,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,48.693966067679945,True,1000.0,158.35025557955328,262.5260696345766,264.47582399056853,3855.776445899726,maritime+multimodal+waterways+multimodal+railways+multimodal+roads,free,0.2286847859088259,1000.0,200.0457369571818,gives_up
6142,1109,dry_bulk,0.2,36.53241549506544,maritime+multimodal+waterways+multimodal+roads,maritime+waterways,24.289232740958152,0.0,684.2659344359806,3855.776445899726,True,55.529318212003794,True,1000.0,112.6220382502111,0.0,598.9922737817947,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,43.94783594673986,True,1000.0,65.89317530149953,262.5260696345766,264.47582399056853,3855.776445899726,maritime+multimodal+waterways+multimodal+railways+multimodal+roads,free,0.20298193675904175,1000.0,200.0405963873518,gives_up
6142,673,dry_bulk,0.2,40.68175472442578,maritime+multimodal+waterways+multimodal+roads,maritime+waterways,74.30462955338919,0.0,775.9434260153126,3855.776445899726,True,59.678657441364116,True,1000.0,162.63743506264214,0.0,690.6697653611266,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,46.76792685799423,True,1000.0,11.337338787888406,635.5060066477724,0.0,3269.64156925428,maritime+multimodal+railways+multimodal+roads,free,0.1496044645762109,1000.0,200.02992089291524,gives_up
6142,2038,dry_bulk,0.2,36.353154431811284,maritime+multimodal+waterways+multimodal+roads,maritime+waterways,49.29726616677415,0.0,593.638367689218,3855.776445899726,True,55.434121909168574,True,1000.0,134.40226134804863,0.0,523.2829284703415,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,42.671069747780315,True,1000.0,0.0,325.41929726173765,264.47582399056853,3855.776445899726,maritime+multimodal+waterways+multimodal+railways+multimodal,free,0.17379276749751482,1000.0,200.0347585534995,gives_up
6142,2067,dry_bulk,0.2,37.647773628138,maritime+multimodal+waterways+multimodal+roads,maritime+waterways,39.44127812963945,0.0,704.4524826231954,3855.776445899726,True,61.548153032641565,True,1000.0,127.77408363889239,0.0,619.1788219690093,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,44.363246983938424,True,1000.0,39.44127812963945,377.3811803465984,146.55284653789425,3833.4742636248043,maritime+multimodal+waterways+multimodal+railways+multimodal+roads,free,0.17837637418169328,1000.0,200.03567527483634,gives_up
6142,285,dry_bulk,0.2,34.64687956154185,maritime+multimodal+waterways+multimodal+roads,maritime+waterways,16.05814531736965,0.0,593.638367689218,3855.776445899726,True,53.72784703889914,True,1000.0,101.16314049864413,0.0,523.2829284703415,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,41.89185300488374,True,1000.0,179.83322670054955,0.0,392.02141946212976,3855.776445899726,maritime+multimodal+waterways+multimodal+roads,free,0.2091089741710488,1000.0,200.04182179483422,gives_up
6142,360,dry_bulk,0.2,37.31465947657901,maritime+multimodal+waterways+multimodal+roads,maritime+waterways,2.747899980959438,0.0,796.63327822759,3855.776445899726,True,65.92855022965394,True,1000.0,91.08070549021238,0.0,711.359617573404,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,40.69249949792609,True,1000.0,2.747899980959438,278.2951934807291,452.9669790583067,2891.7307592985644,maritime+multimodal+waterways+multimodal+railways+multimodal+roads,free,0.0905231367170114,1000.0,200.0181046273434,gives_up
6142,710,dry_bulk,0.2,36.57087719501699,maritime+multimodal+waterways+multimodal+roads,maritime+waterways,18.462776185723687,0.0,704.4524826231954,3855.776445899726,True,60.47125659952055,True,1000.0,106.79558169497663,0.0,619.1788219690093,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,43.28635055081741,True,1000.0,18.462776185723687,377.3811803465984,146.55284653789425,3833.4742636248043,maritime+multimodal+waterways+multimodal+railways+multimodal+roads,free,0.18362899309167902,1000.0,200.03672579861836,gives_up
6142,2302,dry_bulk,0.2,38.13260867862802,maritime+multimodal+waterways+multimodal+roads,maritime+waterways,8.544993835518667,0.0,828.3719812784883,3855.776445899726,True,68.36940511437221,True,1000.0,96.87779934477162,0.0,743.0983206243022,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,40.355187861342635,True,1000.0,8.544993835518667,450.9231724310966,0.0,3269.64156925428,maritime+multimodal+railways+multimodal+roads,free,0.05828552673765253,1000.0,200.01165710534755,gives_up
6142,52,dry_bulk,0.2,37.436954917708434,maritime+multimodal+waterways+multimodal+roads,maritime+waterways,15.633182925615356,0.0,760.4797332258158,3855.776445899726,True,56.43385763464677,True,1000.0,103.96598843486831,0.0,675.2060725716298,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,45.27604414892663,True,1000.0,22.170027648233393,368.5315763302671,264.47582399056853,3855.776445899726,maritime+multimodal+waterways+multimodal+railways+multimodal+roads,free,0.2093944138472157,1000.0,200.04187888276945,gives_up
6142,624,dry_bulk,0.2,45.41309816256047,maritime+multimodal+waterways+multimodal+roads,maritime+waterways,105.25118614014254,0.0,965.0594380161945,3855.776445899726,True,64.43472749499836,False,0.0,154.4019126578635,0.0,1004.7728575858989,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,48.20522146242417,True,1000.0,49.6825328215927,610.0419821803497,0.0,3357.1678444776094,maritime+multimodal+railways+multimodal+roads,same,0.41885777676625735,0.0,0.08377155535325148,delivers_same
6142,1286,dry_bulk,0.2,46.47823947250853,maritime+multimodal+waterways+multimodal+roads,maritime+waterways,187.22316360694916,0.0,775.9434260153126,3855.776445899726,True,67.45530727948481,False,0.0,213.24437599201525,0.0,1004.7728575858989,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,47.197123757007866,True,1000.0,30.04426583296324,610.0419821803497,0.0,3357.1678444776094,maritime+multimodal+railways+multimodal+roads,same,0.4513309463751105,0.0,0.09026618927502211,delivers_same
6142,1154,dry_bulk,0.2,47.07635844518948,maritime+multimodal+waterways+multimodal+roads,maritime+waterways,198.8748319059288,0.0,775.9434260153126,3855.776445899726,True,67.7493353677098,False,0.0,218.97219589250196,0.0,1004.7728575858989,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,47.49115184523284,True,1000.0,35.77208573344995,610.0419821803497,0.0,3357.1678444776094,maritime+multimodal+railways+multimodal+roads,same,0.43913712966115814,0.0,0.08782742593223164,delivers_same
6142,460,dry_bulk,0.2,42.17061831372709,maritime+multimodal+waterways+multimodal+roads,maritime+waterways,2.4222279732939214,0.0,1090.0465182400849,3855.776445899726,True,61.167521030665434,True,1000.0,90.75503348254688,0.0,1004.7728575858989,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,48.49945701710687,True,1000.0,2.4222279732939214,526.0730514386895,0.0,4833.799728933208,maritime+multimodal+railways+multimodal+roads,free,0.15007697198785586,1000.0,200.03001539439757,gives_up
6142,461,dry_bulk,0.2,43.11969945184595,maritime+multimodal+waterways+multimodal,maritime+waterways,0.0,0.0,1149.857768684962,3855.776445899726,False,,,,,,,,,True,49.17619562816905,True,1000.0,0.0,547.8176725677072,0.0,4833.799728933208,maritime+multimodal+railways+multimodal,free,0.14045775488501966,1000.0,200.02809155097702,gives_up
6142,2022,dry_bulk,0.2,42.046277277764666,maritime+multimodal+waterways+multimodal,maritime+waterways,0.0,0.0,1090.0465182400849,3855.776445899726,False,,,,,,,,,True,48.37511598114445,True,1000.0,0.0,526.0730514386895,0.0,4833.799728933208,maritime+multimodal+railways+multimodal,free,0.15052078597994356,1000.0,200.03010415719598,gives_up
6142,445,dry_bulk,0.2,44.77832106022819,maritime+multimodal+waterways+multimodal+roads,maritime+waterways,92.88539843237076,0.0,965.0594380161945,3855.776445899726,True,64.1695672714696,True,1000.0,149.23645375795286,0.0,1004.7728575858989,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,48.03597728391402,True,1000.0,359.9091081995819,0.0,238.2143785495571,4295.327167681763,maritime+multimodal+waterways+multimodal+roads,free,0.07275074514973867,1000.0,200.01455014902996,gives_up
6142,1532,dry_bulk,0.2,40.806513013673985,maritime+multimodal+waterways+multimodal+roads,maritime+waterways,15.51251440858761,0.0,965.0594380161945,3855.776445899726,True,59.80341573061233,True,1000.0,103.84531991784056,0.0,879.7857773620085,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,46.31224425981991,True,1000.0,15.51251440858761,362.58772469545903,258.95105059737625,4295.327167681763,maritime+multimodal+waterways+multimodal+railways+multimodal+roads,free,0.13492285518983205,1000.0,200.02698457103799,gives_up
6142,501,dry_bulk,0.2,41.515638435978076,maritime+multimodal+waterways+multimodal+roads,maritime+waterways,29.32664601191391,0.0,965.0594380161945,3855.776445899726,True,60.51254115291642,True,1000.0,117.65945152116686,0.0,879.7857773620085,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,47.021369682124,True,1000.0,29.32664601191391,362.58772469545903,258.95105059737625,4295.327167681763,maritime+multimodal+waterways+multimodal+railways+multimodal+roads,free,0.13261824829302338,1000.0,200.02652364965863,gives_up
6142,1270,dry_bulk,0.2,40.010203940699824,maritime+multimodal+waterways+multimodal,maritime+waterways,0.0,0.0,965.0594380161945,3855.776445899726,False,,,,,,,,,True,45.51593518684575,True,1000.0,0.0,362.58772469545903,258.95105059737625,4295.327167681763,maritime+multimodal+waterways+multimodal+railways+multimodal,free,0.13760817751156962,1000.0,200.02752163550232,gives_up
6142,1306,dry_bulk,0.2,33.90133952789699,maritime+multimodal+waterways+multimodal,maritime+waterways,0.0,0.0,598.853973248024,3855.776445899726,False,,,,,,,,,True,40.56531961459621,True,1000.0,0.0,262.5260696345766,264.47582399056853,3855.776445899726,maritime+multimodal+waterways+multimodal+railways+multimodal,free,0.19656981639960036,1000.0,200.03931396327994,gives_up
6142,741,dry_bulk,0.2,39.27002919751116,maritime+multimodal+waterways+multimodal+roads,maritime+waterways,77.61936980158896,0.0,684.2659344359806,3855.776445899726,True,58.26693191444951,True,1000.0,165.9521753108419,0.0,598.9922737817947,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,45.97308939311726,True,1000.0,338.70025045291254,0.0,280.01115376626973,3855.776445899726,maritime+multimodal+waterways+multimodal+roads,free,0.17069150017415646,1000.0,200.03413830003484,gives_up
6142,841,dry_bulk,0.2,39.64900571597708,maritime+multimodal+waterways+multimodal+roads,maritime+waterways,85.0020292522239,0.0,684.2659344359806,3855.776445899726,True,58.645908432915434,True,1000.0,173.33483476147686,0.0,598.9922737817947,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,46.35206591158319,True,1000.0,346.0829099035475,0.0,280.01115376626973,3855.776445899726,maritime+multimodal+waterways+multimodal+roads,free,0.16905998207427997,1000.0,200.03381199641487,gives_up
6142,500,dry_bulk,0.2,37.75844936936348,maritime+multimodal+waterways+multimodal+roads,maritime+waterways,48.173009512997936,0.0,684.2659344359806,3855.776445899726,True,56.75535208630183,True,1000.0,136.50581502225089,0.0,598.9922737817947,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,45.1738698210379,True,1000.0,89.77695207353932,262.5260696345766,264.47582399056853,3855.776445899726,maritime+multimodal+waterways+multimodal+railways+multimodal+roads,free,0.19639102175872591,1000.0,200.03927820435175,gives_up
6142,1307,dry_bulk,0.2,35.285568214362925,maritime+multimodal+waterways+multimodal,maritime+waterways,0.0,0.0,684.2659344359806,3855.776445899726,False,,,,,,,,,True,42.70098866603734,True,1000.0,41.60394256054138,262.5260696345766,264.47582399056853,3855.776445899726,maritime+multimodal+waterways+multimodal+railways+multimodal+roads,free,0.21015448601040188,1000.0,200.0420308972021,gives_up
6142,1153,dry_bulk,0.2,43.63509404839566,maritime+multimodal+waterways+multimodal+roads,maritime+waterways,131.8372137865686,0.0,775.9434260153126,3855.776445899726,True,62.631996765333994,True,1000.0,220.1700192958216,0.0,690.6697653611266,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,45.72579456421544,True,1000.0,78.20142577335382,504.9524381237789,0.0,3269.64156925428,maritime+multimodal+railways+multimodal+roads,free,0.04791328084456481,1000.0,200.00958265616893,gives_up
6142,1469,dry_bulk,0.2,33.135032017957734,maritime+multimodal+waterways+multimodal+roads,maritime+waterways,0.7027253406243322,0.0,549.982168602546,3855.776445899726,True,52.13193473489608,True,1000.0,89.03553084987728,0.0,464.7085079483601,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,39.129668809933506,True,1000.0,119.27971973663345,0.0,404.4582705505366,3855.776445899726,maritime+multimodal+waterways+multimodal+roads,free,0.18091537647306155,1000.0,200.03618307529462,gives_up
6142,612,dry_bulk,0.2,33.022124789141394,maritime+multimodal+waterways+multimodal,maritime+waterways,0.0,0.0,543.2654889226887,3855.776445899726,False,,,,,,,,,True,39.8150273511983,True,1000.0,0.0,238.43653552082284,264.47582399056853,3855.776445899726,maritime+multimodal+waterways+multimodal+railways+multimodal,free,0.20570761589183406,1000.0,200.04114152317837,gives_up
6142,611,dry_bulk,0.2,33.71199979603696,maritime+multimodal+waterways+multimodal+roads,maritime+waterways,13.439123510952633,0.0,543.2654889226887,3855.776445899726,True,52.708902512975314,True,1000.0,101.77192902020559,0.0,457.99182826850284,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,39.365331347345524,True,1000.0,123.87054838751689,0.0,404.4582705505366,3855.776445899726,maritime+multimodal+waterways+multimodal+roads,free,0.16769493312506323,1000.0,200.03353898662502,gives_up
6142,1449,dry_bulk,0.2,32.9639233531538,maritime+multimodal+waterways+multimodal+roads,maritime+waterways,6.972714920667505,0.0,523.8625608077768,3855.776445899726,True,51.960826070092146,True,1000.0,95.30552042992045,0.0,438.5889001535909,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,38.450363061869616,True,1000.0,106.04649087824593,0.0,404.4582705505366,3855.776445899726,maritime+multimodal+waterways+multimodal+roads,free,0.16643770372651656,1000.0,200.0332875407453,gives_up
6142,1617,dry_bulk,0.2,32.85464677880196,maritime+multimodal+waterways+multimodal+roads,maritime+waterways,2.3338410525331055,0.0,530.2663378605207,3855.776445899726,True,51.85154949574031,True,1000.0,90.66664656178605,0.0,444.99267720633475,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,38.529125220263865,True,1000.0,107.58081863917293,0.0,404.4582705505366,3855.776445899726,maritime+multimodal+waterways+multimodal+roads,free,0.17271463850048518,1000.0,200.0345429277001,gives_up
6142,780,dry_bulk,0.2,32.575173419675636,maritime+multimodal+waterways+multimodal,maritime+waterways,0.0,0.0,520.2985667547433,3855.776445899726,False,,,,,,,,,True,37.95718062672503,True,1000.0,96.43904084296184,0.0,404.4582705505366,3855.776445899726,maritime+multimodal+waterways+multimodal+roads,free,0.16521806768950675,1000.0,200.0330436135379,gives_up
6142,601,dry_bulk,0.2,34.2833639826073,maritime+multimodal+waterways+multimodal+roads,maritime+waterways,17.375661593886708,0.0,568.0931628214715,3855.776445899726,True,53.53050145937766,True,1000.0,100.64954345488289,0.0,513.580312593838,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,40.48215099480533,True,1000.0,145.62677528608458,0.0,404.4582705505366,3855.776445899726,maritime+multimodal+waterways+multimodal+roads,free,0.18081034916360061,1000.0,200.03616206983273,gives_up
6142,889,dry_bulk,0.2,32.252250772941665,maritime+multimodal+waterways+multimodal,maritime+waterways,0.0,0.0,499.79032795070486,3855.776445899726,False,,,,,,,,,True,37.88294619430467,True,1000.0,101.73763948147663,0.0,392.02141946212976,3855.776445899726,maritime+multimodal+waterways+multimodal+roads,free,0.17458302246883606,1000.0,200.0349166044938,gives_up
6142,197,dry_bulk,0.2,35.392867728273714,maritime+multimodal+waterways+multimodal+roads,maritime+waterways,51.77970370458033,0.0,530.2663378605207,3855.776445899726,True,54.389770445212065,True,1000.0,140.11250921383328,0.0,444.99267720633475,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,38.28203032301043,True,1000.0,188.8744244118704,0.0,280.01115376626973,3855.776445899726,maritime+multimodal+waterways+multimodal+roads,free,0.08163120934189516,1000.0,200.0163262418684,gives_up
6142,862,dry_bulk,0.2,37.452619607642845,maritime+multimodal+waterways+multimodal+roads,maritime+waterways,91.90474031566728,0.0,530.2663378605207,3855.776445899726,True,56.449522324581196,True,1000.0,180.23754582492023,0.0,444.99267720633475,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,40.34178220237956,True,1000.0,228.99946102295735,0.0,280.01115376626973,3855.776445899726,maritime+multimodal+waterways+multimodal+roads,free,0.0771418027631674,1000.0,200.01542836055265,gives_up
6142,1540,dry_bulk,0.2,39.61287519847393,maritime+multimodal+waterways+multimodal+roads,maritime+waterways,133.98764143575337,0.0,530.2663378605207,3855.776445899726,True,58.60977791541228,True,1000.0,222.3204469450063,0.0,444.99267720633475,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,40.14933227328031,True,1000.0,225.25043643011475,0.0,280.01115376626973,3855.776445899726,maritime+multimodal+waterways+multimodal+roads,free,0.013542492740517886,1000.0,200.00270849854812,gives_up
6142,1433,dry_bulk,0.2,36.47118117037695,maritime+multimodal+waterways+multimodal+roads,maritime+waterways,51.596488346624774,0.0,593.638367689218,3855.776445899726,True,55.55214864773424,True,1000.0,136.70148352789926,0.0,523.2829284703415,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,42.78909648634598,True,1000.0,2.2992221798506205,325.41929726173765,264.47582399056853,3855.776445899726,maritime+multimodal+waterways+multimodal+railways+multimodal+roads,free,0.17323034552828354,1000.0,200.03464606910566,gives_up
6142,1729,dry_bulk,0.2,35.94526034011049,maritime+multimodal+waterways+multimodal+roads,maritime+waterways,70.0171579190455,0.0,505.4691755901738,3855.776445899726,True,42.40657921857118,False,0.0,93.42761554503753,0.0,671.0390853756073,3855.776445899726,maritime+multimodal+waterways+multimodal+roads,True,40.186754022578924,True,1000.0,270.8439538290562,0.0,146.55284653789425,3833.4742636248043,maritime+multimodal+waterways+multimodal+roads,same,0.17975440481789073,0.0,0.035950880963578145,delivers_same
6142,1447,dry_bulk,0.2,32.35104623359948,maritime+multimodal+waterways+multimodal,maritime+waterways,0.0,0.0,505.4691755901738,3855.776445899726,False,,,,,,,,,True,38.3624394471863,True,1000.0,111.07841713501472,0.0,392.02141946212976,3855.776445899726,maritime+multimodal+waterways+multimodal+roads,free,0.18581758284353223,1000.0,200.03716351656874,gives_up
